# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -59 0 16522 2068 11048992 3 ./gnome-mime-application-vnd.oasis.opendocument.formula.png
DUPTYPE_WITHIN_SAME_TREE -59 0 16522 2068 11052985 3 ./application-vnd.oasis.opendocument.formula.png
DUPTYPE_FIRST_OCCURRENCE 301 0 16530 2068 11046849 3 ./cupsprinter.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11053012 3 ./i-network-printer.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11048948 3 ./printer.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11051919 3 ./printer1.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11051933 3 ./stock_printers.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11053871 3 ./printmgr.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11046882 3 ./printer-remote.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11053836 3 ./kjobviewer.png
DUPTYPE_WITHIN_SAME_TREE -301 0 16530 2068 11046991 3 ./yast_printer.png
DUPTYPE_FIRST_OCCURRENCE 21 0 16697 2068 11052984 3 ./accessories-calculator.png
DUPTYPE_WITHIN_SAME_TREE -21 0 16697 2068 11049982 3 ./calc.png
DUPTYPE_WITHIN_SAME_TREE -21 0 16697 2068 11048008 3 ./qalculate-applet.png
DUPTYPE_WITHIN_SAME_TREE -21 0 16697 2068 11051871 3 ./gnome-calculator.png
DUPTYPE_WITHIN_SAME_TREE -21 0 16697 2068 11048990 3 ./applications-mathematics.png
DUPTYPE_FIRST_OCCURRENCE 481 0 16702 2068 11052980 3 ./gmail.png
DUPTYPE_WITHIN_SAME_TREE -481 0 16702 2068 11053842 3 ./gmailwatcher.png
DUPTYPE_FIRST_OCCURRENCE 30 0 16727 2068 11053876 3 ./adobeflashplugin.png
DUPTYPE_WITHIN_SAME_TREE -30 0 16727 2068 11048993 3 ./flash.png
DUPTYPE_WITHIN_SAME_TREE -30 0 16727 2068 11047908 3 ./flash-player-properties.png
DUPTYPE_FIRST_OCCURRENCE 401 0 16929 2068 11052895 3 ./folder-documents.png
DUPTYPE_WITHIN_SAME_TREE -401 0 16929 2068 11050865 3 ./folder-txt.png
DUPTYPE_FIRST_OCCURRENCE 1350 0 16955 2068 11048972 3 ./system-restart.png
DUPTYPE_WITHIN_SAME_TREE -1350 0 16955 2068 11053834 3 ./un-reboot.png
DUPTYPE_WITHIN_SAME_TREE -1350 0 16955 2068 11050877 3 ./xfsm-reboot.png
DUPTYPE_FIRST_OCCURRENCE 115 0 17207 2068 11050983 3 ./application-x-jar.png
DUPTYPE_WITHIN_SAME_TREE -115 0 17207 2068 11051841 3 ./application-x-java-archive.png
DUPTYPE_WITHIN_SAME_TREE -115 0 17207 2068 11047835 3 ./gnome-mime-application-x-jar.png
DUPTYPE_WITHIN_SAME_TREE -115 0 17207 2068 11047913 3 ./gnome-mime-application-x-java-archive.png
DUPTYPE_FIRST_OCCURRENCE 233 0 17224 2068 11053793 3 ./badge-small.png
DUPTYPE_WITHIN_SAME_TREE -233 0 17224 2068 11051935 3 ./seahorse.png
DUPTYPE_WITHIN_SAME_TREE -233 0 17224 2068 11046930 3 ./stock_keyring.png
DUPTYPE_WITHIN_SAME_TREE -233 0 17224 2068 11048926 3 ./seahorse-preferences.png
DUPTYPE_WITHIN_SAME_TREE -233 0 17224 2068 11050943 3 ./keyring-manager.png
DUPTYPE_WITHIN_SAME_TREE -233 0 17224 2068 11048964 3 ./password.png
DUPTYPE_FIRST_OCCURRENCE 358 0 17406 2068 11052971 3 ./emptytrash.png
DUPTYPE_WITHIN_SAME_TREE -358 0 17406 2068 11049877 3 ./gnome-fs-trash-empty.png
DUPTYPE_WITHIN_SAME_TREE -358 0 17406 2068 11050881 3 ./trashcan_empty.png
DUPTYPE_WITHIN_SAME_TREE -358 0 17406 2068 11050894 3 ./user-trash.png
DUPTYPE_WITHIN_SAME_TREE -358 0 17406 2068 11048826 3 ./gnome-stock-trash.png
DUPTYPE_WITHIN_SAME_TREE -358 0 17406 2068 11048836 3 ./trash-empty.png
DUPTYPE_WITHIN_SAME_TREE -358 0 17406 2068 11049016 3 ./gnome-dev-trash-empty.png
DUPTYPE_WITHIN_SAME_TREE -358 0 17406 2068 11047924 3 ./xfce-trash_empty.png
DUPTYPE_FIRST_OCCURRENCE 883 0 17612 2068 11049832 3 ./kppp.png
DUPTYPE_WITHIN_SAME_TREE -883 0 17612 2068 11048012 3 ./preferences-system-network-sharing.png
DUPTYPE_WITHIN_SAME_TREE -883 0 17612 2068 11047860 3 ./preferences-system-network.png
DUPTYPE_FIRST_OCCURRENCE 1275 0 17742 2068 11053017 3 ./sleep.png
DUPTYPE_WITHIN_SAME_TREE -1275 0 17742 2068 11051895 3 ./xfsm-suspend.png
DUPTYPE_WITHIN_SAME_TREE -1275 0 17742 2068 11053747 3 ./system-suspend.png
DUPTYPE_FIRST_OCCURRENCE 470 0 17946 2068 11051000 3 ./get-hot-new-stuff.png
DUPTYPE_WITHIN_SAME_TREE -470 0 17946 2068 11046844 3 ./kdenlive-track-has-effect.png
DUPTYPE_FIRST_OCCURRENCE 660 0 18117 2068 11049995 3 ./gnome-mime-x-install.png
DUPTYPE_WITHIN_SAME_TREE -660 0 18117 2068 11053853 3 ./text-x-install.png
DUPTYPE_FIRST_OCCURRENCE 182 0 18286 2068 11046841 3 ./applications-puzzles.png
DUPTYPE_WITHIN_SAME_TREE -182 0 18286 2068 11050852 3 ./preferences-plugin.png
DUPTYPE_WITHIN_SAME_TREE -182 0 18286 2068 11046925 3 ./libreoffice34-extension.png
DUPTYPE_WITHIN_SAME_TREE -182 0 18286 2068 11050884 3 ./libreoffice-extension.png
DUPTYPE_WITHIN_SAME_TREE -182 0 18286 2068 11053854 3 ./x-kde-nsplugin-generated.png
DUPTYPE_WITHIN_SAME_TREE -182 0 18286 2068 11048001 3 ./extension.png
DUPTYPE_FIRST_OCCURRENCE 257 0 18464 2068 11048930 3 ./boot.png
DUPTYPE_WITHIN_SAME_TREE -257 0 18464 2068 11050999 3 ./gnome-shutdown.png
DUPTYPE_WITHIN_SAME_TREE -257 0 18464 2068 11053776 3 ./xfsm-shutdown.png
DUPTYPE_WITHIN_SAME_TREE -257 0 18464 2068 11049835 3 ./system-shut-down.png
DUPTYPE_FIRST_OCCURRENCE 337 0 18538 2068 11050902 3 ./drive-removable-media-usb-pendrive.png
DUPTYPE_WITHIN_SAME_TREE -337 0 18538 2068 11048959 3 ./drive-removable-media-usb.png
DUPTYPE_WITHIN_SAME_TREE -337 0 18538 2068 11052014 3 ./usbpendrive_unmount.png
DUPTYPE_FIRST_OCCURRENCE 204 0 18605 2068 11048844 3 ./audio-ac3.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11046868 3 ./audio-vn.rn-realmedia.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11051922 3 ./audio-prs.sid.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11051911 3 ./audio-x-monkey.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11052910 3 ./audio-mp3.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11048909 3 ./audio-midi.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11049863 3 ./audio-x-generic.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11049857 3 ./audio-x-mp2.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11052904 3 ./audio-mp2.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11053827 3 ./sound.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11047839 3 ./media-audio.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11047824 3 ./audio-x-aiff.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11047921 3 ./audio-vnd.rn-realvideo.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11047938 3 ./audio-x-flac.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11046884 3 ./audio-mp4.png
DUPTYPE_WITHIN_SAME_TREE -204 0 18605 2068 11053027 3 ./gnome-mime-audio.png
DUPTYPE_FIRST_OCCURRENCE 244 0 18667 2068 11052030 3 ./block-device.png
DUPTYPE_WITHIN_SAME_TREE -244 0 18667 2068 11049933 3 ./hdd_unmount.png
DUPTYPE_WITHIN_SAME_TREE -244 0 18667 2068 11050947 3 ./drive-harddisk.png
DUPTYPE_WITHIN_SAME_TREE -244 0 18667 2068 11051902 3 ./collection-amarok.png
DUPTYPE_WITHIN_SAME_TREE -244 0 18667 2068 11048918 3 ./yast_HD.png
DUPTYPE_WITHIN_SAME_TREE -244 0 18667 2068 11046827 3 ./yast_idetude.png
DUPTYPE_WITHIN_SAME_TREE -244 0 18667 2068 11051900 3 ./harddrive.png
DUPTYPE_FIRST_OCCURRENCE 323 0 18684 2068 11049004 3 ./dolphin.png
DUPTYPE_WITHIN_SAME_TREE -323 0 18684 2068 11046971 3 ./system-file-manager.png
DUPTYPE_FIRST_OCCURRENCE 147 0 18705 2068 11048979 3 ./application-x-zip.png
DUPTYPE_WITHIN_SAME_TREE -147 0 18705 2068 11047936 3 ./gnome-mime-application-zip.png
DUPTYPE_WITHIN_SAME_TREE -147 0 18705 2068 11048991 3 ./zip.png
DUPTYPE_WITHIN_SAME_TREE -147 0 18705 2068 11050922 3 ./gnome-mime-application-x-zip.png
DUPTYPE_WITHIN_SAME_TREE -147 0 18705 2068 11051869 3 ./application-zip.png
DUPTYPE_FIRST_OCCURRENCE 290 0 18808 2068 11052882 3 ./computer.png
DUPTYPE_WITHIN_SAME_TREE -290 0 18808 2068 11052925 3 ./system.png
DUPTYPE_FIRST_OCCURRENCE 1345 0 18815 2068 11051010 3 ./system-hibernate.png
DUPTYPE_WITHIN_SAME_TREE -1345 0 18815 2068 11047899 3 ./system-suspend-hibernate.png
DUPTYPE_WITHIN_SAME_TREE -1345 0 18815 2068 11050938 3 ./xfsm-hibernate.png
DUPTYPE_FIRST_OCCURRENCE 477 0 19199 2068 11050839 3 ./gksu-debian.png
DUPTYPE_WITHIN_SAME_TREE -477 0 19199 2068 11049881 3 ./gksu-root-terminal.png
DUPTYPE_FIRST_OCCURRENCE 50 0 19204 2068 11052909 3 ./application-pdf.png
DUPTYPE_WITHIN_SAME_TREE -50 0 19204 2068 11050871 3 ./gnome-mime-application-pdf.png
DUPTYPE_WITHIN_SAME_TREE -50 0 19204 2068 11053829 3 ./pdf.png
DUPTYPE_FIRST_OCCURRENCE 522 0 19386 2068 11052995 3 ./gnome-log-out.png
DUPTYPE_WITHIN_SAME_TREE -522 0 19386 2068 11047855 3 ./xfsm-logout.png
DUPTYPE_WITHIN_SAME_TREE -522 0 19386 2068 11051954 3 ./gnome-logout.png
DUPTYPE_FIRST_OCCURRENCE 410 0 19531 2068 11048894 3 ./folder-image.png
DUPTYPE_WITHIN_SAME_TREE -410 0 19531 2068 11048917 3 ./folder-images.png
DUPTYPE_WITHIN_SAME_TREE -410 0 19531 2068 11046813 3 ./folder_images.png
DUPTYPE_WITHIN_SAME_TREE -410 0 19531 2068 11047826 3 ./user-images.png
DUPTYPE_WITHIN_SAME_TREE -410 0 19531 2068 11046825 3 ./folder-pictures.png
DUPTYPE_WITHIN_SAME_TREE -410 0 19531 2068 11053787 3 ./folder_pictures.png
DUPTYPE_WITHIN_SAME_TREE -410 0 19531 2068 11052846 3 ./user-pictures.png
DUPTYPE_FIRST_OCCURRENCE 795 0 19745 2068 11052979 3 ./input-keyboard.png
DUPTYPE_WITHIN_SAME_TREE -795 0 19745 2068 11051852 3 ./kxkb.png
DUPTYPE_WITHIN_SAME_TREE -795 0 19745 2068 11051022 3 ./keyboard.png
DUPTYPE_FIRST_OCCURRENCE 797 0 19870 2068 11051947 3 ./input-tablet.png
DUPTYPE_WITHIN_SAME_TREE -797 0 19870 2068 11046982 3 ./synaptiks.png
DUPTYPE_FIRST_OCCURRENCE 413 0 19943 2068 11047884 3 ./folder-music.png
DUPTYPE_WITHIN_SAME_TREE -413 0 19943 2068 11051973 3 ./folder-sound.png
DUPTYPE_FIRST_OCCURRENCE 824 0 20155 2068 11046995 3 ./kcmgtk.png
DUPTYPE_WITHIN_SAME_TREE -824 0 20155 2068 11048922 3 ./start-here-gnome.png
DUPTYPE_FIRST_OCCURRENCE 133 0 20175 2068 11048861 3 ./application-x-rar.png
DUPTYPE_WITHIN_SAME_TREE -133 0 20175 2068 11053847 3 ./gnome-mime-application-x-rar.png
DUPTYPE_FIRST_OCCURRENCE 665 0 20275 2068 11051996 3 ./gnome-network-properties.png
DUPTYPE_WITHIN_SAME_TREE -665 0 20275 2068 11053844 3 ./network-server.png
DUPTYPE_WITHIN_SAME_TREE -665 0 20275 2068 11051847 3 ./networkmanager.png
DUPTYPE_WITHIN_SAME_TREE -665 0 20275 2068 11048932 3 ./redhat-network-server.png
DUPTYPE_WITHIN_SAME_TREE -665 0 20275 2068 11046819 3 ./server.png
DUPTYPE_FIRST_OCCURRENCE 304 0 20315 2068 11048830 3 ./debianscreenshots.png
DUPTYPE_WITHIN_SAME_TREE -304 0 20315 2068 11053034 3 ./start-here-debian.png
DUPTYPE_FIRST_OCCURRENCE 753 0 20389 2068 11050903 3 ./hi48-app-wireshark.png
DUPTYPE_WITHIN_SAME_TREE -753 0 20389 2068 11048858 3 ./wireshark.png
DUPTYPE_FIRST_OCCURRENCE 948 0 20393 2068 11047998 3 ./libreoffice-writer.png
DUPTYPE_WITHIN_SAME_TREE -948 0 20393 2068 11046936 3 ./libreoffice34-writer.png
DUPTYPE_WITHIN_SAME_TREE -948 0 20393 2068 11046864 3 ./libreoffice3-writer.png
DUPTYPE_FIRST_OCCURRENCE 328 0 20469 2068 11046916 3 ./drive-cdrom.png
DUPTYPE_WITHIN_SAME_TREE -328 0 20469 2068 11047937 3 ./drive-optical.png
DUPTYPE_FIRST_OCCURRENCE 210 0 20658 2068 11051936 3 ./audio-mpeg.png
DUPTYPE_WITHIN_SAME_TREE -210 0 20658 2068 11053843 3 ./audio-x-mpeg.png
DUPTYPE_FIRST_OCCURRENCE 275 0 20763 2068 11047844 3 ./chardevice.png
DUPTYPE_WITHIN_SAME_TREE -275 0 20763 2068 11050944 3 ./monitor.png
DUPTYPE_WITHIN_SAME_TREE -275 0 20763 2068 11050946 3 ./display.png
DUPTYPE_WITHIN_SAME_TREE -275 0 20763 2068 11050883 3 ./video-display.png
DUPTYPE_FIRST_OCCURRENCE 696 0 20883 2068 11052900 3 ./gnome-sudoku.png
DUPTYPE_WITHIN_SAME_TREE -696 0 20883 2068 11048962 3 ./ksudoku.png
DUPTYPE_FIRST_OCCURRENCE 924 0 20931 2068 11052947 3 ./libreoffice-calc.png
DUPTYPE_WITHIN_SAME_TREE -924 0 20931 2068 11049970 3 ./libreoffice3-calc.png
DUPTYPE_WITHIN_SAME_TREE -924 0 20931 2068 11053841 3 ./libreoffice34-calc.png
DUPTYPE_FIRST_OCCURRENCE 87 0 20940 2068 11049846 3 ./application-x-bittorrent.png
DUPTYPE_WITHIN_SAME_TREE -87 0 20940 2068 11049902 3 ./gnome-mime-application-x-bittorrent.png
DUPTYPE_FIRST_OCCURRENCE 930 0 21068 2068 11046837 3 ./libreoffice-impress.png
DUPTYPE_WITHIN_SAME_TREE -930 0 21068 2068 11050848 3 ./libreoffice34-impress.png
DUPTYPE_WITHIN_SAME_TREE -930 0 21068 2068 11047904 3 ./libreoffice3-impress.png
DUPTYPE_FIRST_OCCURRENCE 310 0 21116 2068 11046851 3 ./device-notifier.png
DUPTYPE_WITHIN_SAME_TREE -310 0 21116 2068 11052848 3 ./kwikdisk.png
DUPTYPE_WITHIN_SAME_TREE -310 0 21116 2068 11049914 3 ./usermount.png
DUPTYPE_FIRST_OCCURRENCE 1439 0 21341 2068 11051882 3 ./unetbootin.png
DUPTYPE_WITHIN_SAME_TREE -1439 0 21341 2068 11047992 3 ./usb-creator-kde.png
DUPTYPE_WITHIN_SAME_TREE -1439 0 21341 2068 11047956 3 ./usb-creator-gtk.png
DUPTYPE_FIRST_OCCURRENCE 49 0 21437 2068 11052009 3 ./application-ogg.png
DUPTYPE_WITHIN_SAME_TREE -49 0 21437 2068 11052955 3 ./audio-x-speex+ogg.png
DUPTYPE_WITHIN_SAME_TREE -49 0 21437 2068 11048013 3 ./gnome-mime-application-ogg.png
DUPTYPE_WITHIN_SAME_TREE -49 0 21437 2068 11046822 3 ./audio-x-vorbis+ogg.png
DUPTYPE_WITHIN_SAME_TREE -49 0 21437 2068 11053000 3 ./audio-x-flac+ogg.png
DUPTYPE_FIRST_OCCURRENCE 23 0 21615 2068 11052007 3 ./accessories-dictionary.png
DUPTYPE_WITHIN_SAME_TREE -23 0 21615 2068 11048874 3 ./kbabeldict.png
DUPTYPE_WITHIN_SAME_TREE -23 0 21615 2068 11047005 3 ./goldendict.png
DUPTYPE_WITHIN_SAME_TREE -23 0 21615 2068 11047007 3 ./stardict.png
DUPTYPE_WITHIN_SAME_TREE -23 0 21615 2068 11048867 3 ./gnome-dictionary.png
DUPTYPE_WITHIN_SAME_TREE -23 0 21615 2068 11053035 3 ./kthesaurus.png
DUPTYPE_FIRST_OCCURRENCE 933 0 21810 2068 11053809 3 ./libreoffice-math.png
DUPTYPE_WITHIN_SAME_TREE -933 0 21810 2068 11052968 3 ./libreoffice34-math.png
DUPTYPE_WITHIN_SAME_TREE -933 0 21810 2068 11052888 3 ./libreoffice3-math.png
DUPTYPE_FIRST_OCCURRENCE 145 0 21955 2068 11051901 3 ./application-x-trash.png
DUPTYPE_WITHIN_SAME_TREE -145 0 21955 2068 11046876 3 ./text-x-bak.png
DUPTYPE_FIRST_OCCURRENCE 84 0 22055 2068 11052914 3 ./application-x-ace.png
DUPTYPE_WITHIN_SAME_TREE -84 0 22055 2068 11049842 3 ./gnome-mime-application-x-ace.png
DUPTYPE_FIRST_OCCURRENCE 12 0 22070 2068 11052934 3 ./VBox.png
DUPTYPE_WITHIN_SAME_TREE -12 0 22070 2068 11048938 3 ./virtualbox-ose.png
DUPTYPE_WITHIN_SAME_TREE -12 0 22070 2068 11049859 3 ./virtualbox.png
DUPTYPE_FIRST_OCCURRENCE 239 0 22231 2068 11046902 3 ./battery-good-charging.png
DUPTYPE_WITHIN_SAME_TREE -239 0 22231 2068 11053796 3 ./battery.png
DUPTYPE_WITHIN_SAME_TREE -239 0 22231 2068 11053872 3 ./preferences-system-power-management.png
DUPTYPE_FIRST_OCCURRENCE 796 0 22282 2068 11051917 3 ./input-mouse.png
DUPTYPE_WITHIN_SAME_TREE -796 0 22282 2068 11050001 3 ./preferences-desktop-mouse.png
DUPTYPE_WITHIN_SAME_TREE -796 0 22282 2068 11047896 3 ./mouse.png
DUPTYPE_WITHIN_SAME_TREE -796 0 22282 2068 11053870 3 ./yast_mouse.png
DUPTYPE_WITHIN_SAME_TREE -796 0 22282 2068 11051848 3 ./kmousetool.png
DUPTYPE_WITHIN_SAME_TREE -796 0 22282 2068 11047846 3 ./preferences-desktop-peripherals.png
DUPTYPE_FIRST_OCCURRENCE 451 0 22287 2068 11049979 3 ./fork.png
DUPTYPE_WITHIN_SAME_TREE -451 0 22287 2068 11050023 3 ./gnome-panel-launcher.png
DUPTYPE_WITHIN_SAME_TREE -451 0 22287 2068 11046848 3 ./preferences-system-performance.png
DUPTYPE_WITHIN_SAME_TREE -451 0 22287 2068 11051956 3 ./preferences-desktop-launch-feedback.png
DUPTYPE_FIRST_OCCURRENCE 499 0 22313 2068 11051019 3 ./gnome-device-manager.png
DUPTYPE_WITHIN_SAME_TREE -499 0 22313 2068 11053858 3 ./palimpsest.png
DUPTYPE_FIRST_OCCURRENCE 637 0 22569 2068 11050954 3 ./gnome-mime-text-x-chdr.png
DUPTYPE_WITHIN_SAME_TREE -637 0 22569 2068 11050851 3 ./text-x-chdr.png
DUPTYPE_FIRST_OCCURRENCE 491 0 22602 2068 11048946 3 ./gnome-calendar.png
DUPTYPE_WITHIN_SAME_TREE -491 0 22602 2068 11053789 3 ./plan.png
DUPTYPE_WITHIN_SAME_TREE -491 0 22602 2068 11051945 3 ./vcalendar.png
DUPTYPE_WITHIN_SAME_TREE -491 0 22602 2068 11047815 3 ./stock_calendar.png
DUPTYPE_WITHIN_SAME_TREE -491 0 22602 2068 11046910 3 ./ximian-evolution-calendar.png
DUPTYPE_WITHIN_SAME_TREE -491 0 22602 2068 11048910 3 ./gnome-mime-text-x-vcalendar.png
DUPTYPE_WITHIN_SAME_TREE -491 0 22602 2068 11047851 3 ./system-config-date.png
DUPTYPE_WITHIN_SAME_TREE -491 0 22602 2068 11048983 3 ./office-date.png
DUPTYPE_FIRST_OCCURRENCE 98 0 22764 2068 11052929 3 ./application-x-designer.png
DUPTYPE_WITHIN_SAME_TREE -98 0 22764 2068 11053891 3 ./application-x-glade.png
DUPTYPE_FIRST_OCCURRENCE 223 0 22876 2068 11049948 3 ./audio-x-mpegurl.png
DUPTYPE_WITHIN_SAME_TREE -223 0 22876 2068 11052917 3 ./source-playlist.png
DUPTYPE_WITHIN_SAME_TREE -223 0 22876 2068 11051838 3 ./playlist.png
DUPTYPE_WITHIN_SAME_TREE -223 0 22876 2068 11050831 3 ./audio-x-scpls.png
DUPTYPE_FIRST_OCCURRENCE 528 0 23221 2068 11052933 3 ./gnome-mime-application-magicpoint.png
DUPTYPE_WITHIN_SAME_TREE -528 0 23221 2068 11053824 3 ./x-office-presentation.png
DUPTYPE_WITHIN_SAME_TREE -528 0 23221 2068 11053009 3 ./kpresenter_kpr.png
DUPTYPE_WITHIN_SAME_TREE -528 0 23221 2068 11048876 3 ./gnome-mime-application-vnd.stardivision.impress.png
DUPTYPE_WITHIN_SAME_TREE -528 0 23221 2068 11053838 3 ./gnome-mime-application-x-kpresenter.png
DUPTYPE_WITHIN_SAME_TREE -528 0 23221 2068 11053846 3 ./gnome-mime-application-vnd.oasis.opendocument.presentation.png
DUPTYPE_WITHIN_SAME_TREE -528 0 23221 2068 11047901 3 ./gnome-mime-application-vnd.sun.xml.impress.png
DUPTYPE_FIRST_OCCURRENCE 361 0 23241 2068 11046830 3 ./evolution-calendar.png
DUPTYPE_WITHIN_SAME_TREE -361 0 23241 2068 11046908 3 ./office-calendar.png
DUPTYPE_WITHIN_SAME_TREE -361 0 23241 2068 11051011 3 ./korganizer.png
DUPTYPE_WITHIN_SAME_TREE -361 0 23241 2068 11048978 3 ./filename-year-amarok.png
DUPTYPE_WITHIN_SAME_TREE -361 0 23241 2068 11047827 3 ./view-pim-calendar.png
DUPTYPE_WITHIN_SAME_TREE -361 0 23241 2068 11048957 3 ./x-office-calendar.png
DUPTYPE_FIRST_OCCURRENCE 923 0 23300 2068 11053875 3 ./libreoffice-base.png
DUPTYPE_WITHIN_SAME_TREE -923 0 23300 2068 11053852 3 ./libreoffice3-base.png
DUPTYPE_WITHIN_SAME_TREE -923 0 23300 2068 11051865 3 ./libreoffice34-base.png
DUPTYPE_FIRST_OCCURRENCE 111 0 23302 2068 11047993 3 ./application-x-gnome-saved-search.png
DUPTYPE_WITHIN_SAME_TREE -111 0 23302 2068 11050904 3 ./folder-saved-search.png
DUPTYPE_FIRST_OCCURRENCE 8 0 23403 2068 11051997 3 ./EasyTAG_icon.png
DUPTYPE_WITHIN_SAME_TREE -8 0 23403 2068 11051926 3 ./easytag.png
DUPTYPE_FIRST_OCCURRENCE 19 0 23427 2068 11050923 3 ./access.png
DUPTYPE_WITHIN_SAME_TREE -19 0 23427 2068 11047823 3 ./preferences-desktop-accessibility.png
DUPTYPE_WITHIN_SAME_TREE -19 0 23427 2068 11046935 3 ./accessibility-directory.png
DUPTYPE_WITHIN_SAME_TREE -19 0 23427 2068 11047880 3 ./gnome-settings-accessibility-technologies.png
DUPTYPE_WITHIN_SAME_TREE -19 0 23427 2068 11046898 3 ./preferences-desktop-assistive-technology.png
DUPTYPE_FIRST_OCCURRENCE 101 0 23533 2068 11047979 3 ./application-x-executable.png
DUPTYPE_WITHIN_SAME_TREE -101 0 23533 2068 11046896 3 ./exec.png
DUPTYPE_WITHIN_SAME_TREE -101 0 23533 2068 11046901 3 ./binary.png
DUPTYPE_WITHIN_SAME_TREE -101 0 23533 2068 11047928 3 ./gnome-mime-application-x-executable.png
DUPTYPE_WITHIN_SAME_TREE -101 0 23533 2068 11048927 3 ./gnome-fs-executable.png
DUPTYPE_FIRST_OCCURRENCE 292 0 23541 2068 11050899 3 ./config-date.png
DUPTYPE_WITHIN_SAME_TREE -292 0 23541 2068 11051883 3 ./preferences-system-time.png
DUPTYPE_WITHIN_SAME_TREE -292 0 23541 2068 11050940 3 ./time-admin.png
DUPTYPE_WITHIN_SAME_TREE -292 0 23541 2068 11046973 3 ./kalarm.png
DUPTYPE_FIRST_OCCURRENCE 221 0 23617 2068 11052921 3 ./audio-x-mp3-playlist.png
DUPTYPE_WITHIN_SAME_TREE -221 0 23617 2068 11047885 3 ./view-media-playlist.png
DUPTYPE_FIRST_OCCURRENCE 312 0 23743 2068 11047947 3 ./display-capplet.png
DUPTYPE_WITHIN_SAME_TREE -312 0 23743 2068 11046831 3 ./gnome-display-properties.png
DUPTYPE_WITHIN_SAME_TREE -312 0 23743 2068 11047983 3 ./preferences-desktop-display.png
DUPTYPE_FIRST_OCCURRENCE 56 0 23918 2068 11049840 3 ./application-vnd.ms-powerpoint.png
DUPTYPE_WITHIN_SAME_TREE -56 0 23918 2068 11053903 3 ./application-vnd.oasis.opendocument.presentation-template.png
DUPTYPE_WITHIN_SAME_TREE -56 0 23918 2068 11051976 3 ./application-vnd.openxmlformats-officedocument.presentationml.slideshow.png
DUPTYPE_WITHIN_SAME_TREE -56 0 23918 2068 11053755 3 ./application-vnd.oasis.opendocument.presentation.png
DUPTYPE_WITHIN_SAME_TREE -56 0 23918 2068 11052969 3 ./libreoffice-oasis-presentation-template.png
DUPTYPE_WITHIN_SAME_TREE -56 0 23918 2068 11052962 3 ./libreoffice-oasis-presentation.png
DUPTYPE_WITHIN_SAME_TREE -56 0 23918 2068 11053788 3 ./application-vnd.oasis.opendocument.chart.png
DUPTYPE_WITHIN_SAME_TREE -56 0 23918 2068 11049856 3 ./application-vnd.openxmlformats-officedocument.presentationml.presentation.png
DUPTYPE_FIRST_OCCURRENCE 465 0 24046 2068 11050015 3 ./gdm-setup.png
DUPTYPE_WITHIN_SAME_TREE -465 0 24046 2068 11047890 3 ./preferences-system-login.png
DUPTYPE_FIRST_OCCURRENCE 721 0 24056 2068 11048895 3 ./gparted.png
DUPTYPE_WITHIN_SAME_TREE -721 0 24056 2068 11050927 3 ./partitionmanager.png
DUPTYPE_FIRST_OCCURRENCE 633 0 24056 2068 11053763 3 ./gnome-mime-text-x-c++hdr.png
DUPTYPE_WITHIN_SAME_TREE -633 0 24056 2068 11050009 3 ./text-x-c++hdr.png
DUPTYPE_FIRST_OCCURRENCE 926 0 24157 2068 11048884 3 ./libreoffice-draw.png
DUPTYPE_WITHIN_SAME_TREE -926 0 24157 2068 11050885 3 ./libreoffice34-draw.png
DUPTYPE_WITHIN_SAME_TREE -926 0 24157 2068 11046883 3 ./libreoffice3-draw.png
DUPTYPE_FIRST_OCCURRENCE 307 0 24346 2068 11048915 3 ./deluge.png
DUPTYPE_WITHIN_SAME_TREE -307 0 24346 2068 11051017 3 ./ktorrent.png
DUPTYPE_FIRST_OCCURRENCE 1103 0 24534 2068 11050834 3 ./ooo-template.png
DUPTYPE_WITHIN_SAME_TREE -1103 0 24534 2068 11049966 3 ./openofficeorg-template.png
